tensor_path,label,label_int,dataset,source_video,n_frames,img_size
NoFights/RWF_2000_Val_NonFight_24.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_24.avi,16,224
NoFights/RWF_2000_Val_NonFight_78.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_78.avi,16,224
NoFights/RWF_2000_Val_NonFight_65.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_65.avi,16,224
NoFights/RWF_2000_Val_NonFight_31.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_31.avi,16,224
NoFights/RWF_2000_Val_NonFight_52.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_52.avi,16,224
NoFights/RWF_2000_Val_NonFight_89.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_89.avi,16,224
NoFights/RWF_2000_Val_NonFight_42.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_42.avi,16,224
NoFights/RWF_2000_Val_NonFight_50.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_50.avi,16,224
NoFights/RWF_2000_Val_NonFight_181.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_181.avi,16,224
NoFights/RWF_2000_Val_NonFight_137.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_137.avi,16,224
NoFights/RWF_2000_Val_NonFight_104.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_104.avi,16,224
NoFights/RWF_2000_Val_NonFight_74.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_74.avi,16,224
NoFights/RWF_2000_Val_NonFight_117.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_117.avi,16,224
NoFights/RWF_2000_Val_NonFight_158.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_158.avi,16,224
NoFights/RWF_2000_Val_NonFight_106.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_106.avi,16,224
NoFights/RWF_2000_Val_NonFight_109.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_109.avi,16,224
NoFights/RWF_2000_Val_NonFight_98.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_98.avi,16,224
NoFights/RWF_2000_Val_NonFight_173.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_173.avi,16,224
NoFights/RWF_2000_Val_NonFight_183.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_183.avi,16,224
NoFights/RWF_2000_Val_NonFight_61.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_61.avi,16,224
NoFights/RWF_2000_Val_NonFight_165.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_165.avi,16,224
NoFights/RWF_2000_Val_NonFight_122.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_122.avi,16,224
NoFights/RWF_2000_Val_NonFight_60.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_60.avi,16,224
NoFights/RWF_2000_Val_NonFight_198.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_198.avi,16,224
NoFights/RWF_2000_Val_NonFight_100.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_100.avi,16,224
NoFights/RWF_2000_Val_NonFight_120.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_120.avi,16,224
NoFights/RWF_2000_Val_NonFight_176.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_176.avi,16,224
NoFights/RWF_2000_Val_NonFight_162.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_162.avi,16,224
NoFights/RWF_2000_Val_NonFight_170.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_170.avi,16,224
NoFights/RWF_2000_Val_NonFight_86.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_86.avi,16,224
NoFights/RWF_2000_Val_NonFight_58.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_58.avi,16,224
NoFights/RWF_2000_Val_NonFight_172.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_172.avi,16,224
NoFights/RWF_2000_Val_NonFight_97.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_97.avi,16,224
NoFights/RWF_2000_Val_NonFight_161.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_161.avi,16,224
NoFights/RWF_2000_Val_NonFight_82.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_82.avi,16,224
NoFights/RWF_2000_Val_NonFight_102.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_102.avi,16,224
NoFights/RWF_2000_Val_NonFight_157.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_157.avi,16,224
NoFights/RWF_2000_Val_NonFight_91.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_91.avi,16,224
NoFights/RWF_2000_Val_NonFight_152.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_152.avi,16,224
NoFights/RWF_2000_Val_NonFight_150.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_150.avi,16,224
NoFights/RWF_2000_Val_NonFight_80.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_80.avi,16,224
NoFights/RWF_2000_Val_NonFight_182.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_182.avi,16,224
NoFights/RWF_2000_Val_NonFight_154.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_154.avi,16,224
NoFights/RWF_2000_Val_NonFight_136.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_136.avi,16,224
NoFights/RWF_2000_Val_NonFight_196.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_196.avi,16,224
NoFights/RWF_2000_Val_NonFight_156.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_156.avi,16,224
NoFights/RWF_2000_Val_NonFight_149.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_149.avi,16,224
NoFights/RWF_2000_Val_NonFight_163.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_163.avi,16,224
NoFights/RWF_2000_Val_NonFight_195.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_195.avi,16,224
NoFights/RWF_2000_Val_NonFight_126.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_126.avi,16,224
NoFights/RWF_2000_Val_NonFight_189.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_189.avi,16,224
NoFights/RWF_2000_Val_NonFight_186.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_186.avi,16,224
NoFights/RWF_2000_Val_NonFight_124.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_124.avi,16,224
NoFights/RWF_2000_Val_NonFight_141.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_141.avi,16,224
NoFights/RWF_2000_Val_NonFight_192.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_192.avi,16,224
NoFights/RWF_2000_Val_NonFight_138.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_138.avi,16,224
NoFights/RWF_2000_Val_NonFight_118.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_118.avi,16,224
NoFights/RWF_2000_Val_NonFight_175.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_175.avi,16,224
NoFights/RWF_2000_Val_NonFight_168.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_168.avi,16,224
NoFights/RWF_2000_Val_NonFight_108.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_108.avi,16,224
NoFights/RWF_2000_Val_NonFight_146.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_146.avi,16,224
NoFights/RWF_2000_Val_NonFight_132.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_132.avi,16,224
NoFights/RWF_2000_Val_NonFight_155.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_155.avi,16,224
NoFights/RWF_2000_Val_NonFight_142.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_142.avi,16,224
NoFights/RWF_2000_Val_NonFight_193.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_193.avi,16,224
NoFights/RWF_2000_Val_NonFight_151.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_151.avi,16,224
NoFights/RWF_2000_Val_NonFight_197.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_197.avi,16,224
NoFights/RWF_2000_Val_NonFight_159.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_159.avi,16,224
NoFights/RWF_2000_Val_NonFight_130.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_130.avi,16,224
NoFights/RWF_2000_Val_NonFight_178.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_178.avi,16,224
NoFights/RWF_2000_Val_NonFight_140.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_140.avi,16,224
NoFights/RWF_2000_Val_NonFight_147.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_147.avi,16,224
NoFights/RWF_2000_Val_NonFight_184.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_184.avi,16,224
NoFights/RWF_2000_Val_NonFight_160.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_160.avi,16,224
NoFights/RWF_2000_Val_NonFight_153.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_153.avi,16,224
NoFights/RWF_2000_Val_NonFight_187.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_187.avi,16,224
NoFights/RWF_2000_Val_NonFight_185.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_185.avi,16,224
NoFights/RWF_2000_Val_NonFight_180.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_180.avi,16,224
NoFights/RWF_2000_Val_NonFight_171.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_171.avi,16,224
NoFights/RWF_2000_Val_NonFight_199.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_199.avi,16,224
NoFights/RWF_2000_Val_NonFight_191.pt,NoFights,0,RWF_2000,RWF_2000/val/Val_NonFight/Val_NonFight_191.avi,16,224
Fights/RWF_2000_Val_Fight_116.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_116.avi,16,224
Fights/RWF_2000_Val_Fight_113.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_113.avi,16,224
Fights/RWF_2000_Val_Fight_112.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_112.avi,16,224
Fights/RWF_2000_Val_Fight_77.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_77.avi,16,224
Fights/RWF_2000_Val_Fight_90.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_90.avi,16,224
Fights/RWF_2000_Val_Fight_146.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_146.avi,16,224
Fights/RWF_2000_Val_Fight_184.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_184.avi,16,224
Fights/RWF_2000_Val_Fight_195.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_195.avi,16,224
Fights/RWF_2000_Val_Fight_129.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_129.avi,16,224
Fights/RWF_2000_Val_Fight_134.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_134.avi,16,224
Fights/RWF_2000_Val_Fight_151.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_151.avi,16,224
Fights/RWF_2000_Val_Fight_48.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_48.avi,16,224
Fights/RWF_2000_Val_Fight_164.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_164.avi,16,224
Fights/RWF_2000_Val_Fight_29.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_29.avi,16,224
Fights/RWF_2000_Val_Fight_58.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_58.avi,16,224
Fights/RWF_2000_Val_Fight_136.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_136.avi,16,224
Fights/RWF_2000_Val_Fight_85.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_85.avi,16,224
Fights/RWF_2000_Val_Fight_162.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_162.avi,16,224
Fights/RWF_2000_Val_Fight_177.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_177.avi,16,224
Fights/RWF_2000_Val_Fight_38.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_38.avi,16,224
Fights/RWF_2000_Val_Fight_40.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_40.avi,16,224
Fights/RWF_2000_Val_Fight_178.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_178.avi,16,224
Fights/RWF_2000_Val_Fight_161.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_161.avi,16,224
Fights/RWF_2000_Val_Fight_140.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_140.avi,16,224
Fights/RWF_2000_Val_Fight_175.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_175.avi,16,224
Fights/RWF_2000_Val_Fight_30.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_30.avi,16,224
Fights/RWF_2000_Val_Fight_28.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_28.avi,16,224
Fights/RWF_2000_Val_Fight_189.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_189.avi,16,224
Fights/RWF_2000_Val_Fight_127.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_127.avi,16,224
Fights/RWF_2000_Val_Fight_98.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_98.avi,16,224
Fights/RWF_2000_Val_Fight_45.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_45.avi,16,224
Fights/RWF_2000_Val_Fight_57.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_57.avi,16,224
Fights/RWF_2000_Val_Fight_160.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_160.avi,16,224
Fights/RWF_2000_Val_Fight_67.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_67.avi,16,224
Fights/RWF_2000_Val_Fight_49.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_49.avi,16,224
Fights/RWF_2000_Val_Fight_157.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_157.avi,16,224
Fights/RWF_2000_Val_Fight_179.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_179.avi,16,224
Fights/RWF_2000_Val_Fight_79.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_79.avi,16,224
Fights/RWF_2000_Val_Fight_196.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_196.avi,16,224
Fights/RWF_2000_Val_Fight_180.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_180.avi,16,224
Fights/RWF_2000_Val_Fight_130.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_130.avi,16,224
Fights/RWF_2000_Val_Fight_83.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_83.avi,16,224
Fights/RWF_2000_Val_Fight_61.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_61.avi,16,224
Fights/RWF_2000_Val_Fight_56.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_56.avi,16,224
Fights/RWF_2000_Val_Fight_84.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_84.avi,16,224
Fights/RWF_2000_Val_Fight_187.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_187.avi,16,224
Fights/RWF_2000_Val_Fight_142.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_142.avi,16,224
Fights/RWF_2000_Val_Fight_131.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_131.avi,16,224
Fights/RWF_2000_Val_Fight_139.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_139.avi,16,224
Fights/RWF_2000_Val_Fight_64.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_64.avi,16,224
Fights/RWF_2000_Val_Fight_65.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_65.avi,16,224
Fights/RWF_2000_Val_Fight_107.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_107.avi,16,224
Fights/RWF_2000_Val_Fight_155.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_155.avi,16,224
Fights/RWF_2000_Val_Fight_88.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_88.avi,16,224
Fights/RWF_2000_Val_Fight_135.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_135.avi,16,224
Fights/RWF_2000_Val_Fight_100.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_100.avi,16,224
Fights/RWF_2000_Val_Fight_137.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_137.avi,16,224
Fights/RWF_2000_Val_Fight_197.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_197.avi,16,224
Fights/RWF_2000_Val_Fight_128.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_128.avi,16,224
Fights/RWF_2000_Val_Fight_123.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_123.avi,16,224
Fights/RWF_2000_Val_Fight_126.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_126.avi,16,224
Fights/RWF_2000_Val_Fight_185.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_185.avi,16,224
Fights/RWF_2000_Val_Fight_163.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_163.avi,16,224
Fights/RWF_2000_Val_Fight_118.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_118.avi,16,224
Fights/RWF_2000_Val_Fight_124.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_124.avi,16,224
Fights/RWF_2000_Val_Fight_191.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_191.avi,16,224
Fights/RWF_2000_Val_Fight_156.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_156.avi,16,224
Fights/RWF_2000_Val_Fight_198.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_198.avi,16,224
Fights/RWF_2000_Val_Fight_170.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_170.avi,16,224
Fights/RWF_2000_Val_Fight_182.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_182.avi,16,224
Fights/RWF_2000_Val_Fight_94.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_94.avi,16,224
Fights/RWF_2000_Val_Fight_106.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_106.avi,16,224
Fights/RWF_2000_Val_Fight_165.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_165.avi,16,224
Fights/RWF_2000_Val_Fight_147.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_147.avi,16,224
Fights/RWF_2000_Val_Fight_159.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_159.avi,16,224
Fights/RWF_2000_Val_Fight_174.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_174.avi,16,224
Fights/RWF_2000_Val_Fight_167.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_167.avi,16,224
Fights/RWF_2000_Val_Fight_168.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_168.avi,16,224
Fights/RWF_2000_Val_Fight_110.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_110.avi,16,224
Fights/RWF_2000_Val_Fight_122.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_122.avi,16,224
Fights/RWF_2000_Val_Fight_119.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_119.avi,16,224
Fights/RWF_2000_Val_Fight_193.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_193.avi,16,224
Fights/RWF_2000_Val_Fight_145.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_145.avi,16,224
Fights/RWF_2000_Val_Fight_192.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_192.avi,16,224
Fights/RWF_2000_Val_Fight_169.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_169.avi,16,224
Fights/RWF_2000_Val_Fight_133.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_133.avi,16,224
Fights/RWF_2000_Val_Fight_143.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_143.avi,16,224
Fights/RWF_2000_Val_Fight_186.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_186.avi,16,224
Fights/RWF_2000_Val_Fight_166.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_166.avi,16,224
Fights/RWF_2000_Val_Fight_148.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_148.avi,16,224
Fights/RWF_2000_Val_Fight_158.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_158.avi,16,224
Fights/RWF_2000_Val_Fight_154.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_154.avi,16,224
Fights/RWF_2000_Val_Fight_190.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_190.avi,16,224
Fights/RWF_2000_Val_Fight_173.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_173.avi,16,224
Fights/RWF_2000_Val_Fight_183.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_183.avi,16,224
Fights/RWF_2000_Val_Fight_194.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_194.avi,16,224
Fights/RWF_2000_Val_Fight_199.pt,Fights,1,RWF_2000,RWF_2000/val/Val_Fight/Val_Fight_199.avi,16,224
NoFights/RWF_2000_Train_NonFight_785.pt,NoFights,0,RWF_2000,RWF_2000/train/Train_NonFight/Train_NonFight_785.avi,16,224
NoFights/RWF_2000_Train_NonFight_99.pt,NoFights,0,RWF_2000,RWF_2000/train/Train_NonFight/Train_NonFight_99.avi,16,224
